공학,정보/정보과학,B+Tree 인덱스의 탐색 속도 분석,"B+Tree 자료구조를 구현하거나 시뮬레이션하여 순차 탐색과 성능을 비교한다. 데이터베이스 인덱스의 원리를 탐구한다.",BTree;인덱스;데이터베이스;자료구조
공학,정보/정보과학,멀티스레드와 싱글스레드 프로그램 성능 비교,"동일한 작업을 싱글스레드와 멀티스레드로 구현하여 수행 시간을 비교한다. 병렬처리의 장단점을 탐구한다.",멀티스레드;병렬처리;운영체제;성능
공학,정보/정보과학,CPU 스케줄링 알고리즘 비교 시뮬레이션,"FCFS와 SJF 및 Round Robin 알고리즘을 구현하여 평균 대기 시간을 비교한다. 운영체제의 스케줄링 원리를 탐구한다.",CPU스케줄링;운영체제;RoundRobin;FCFS
공학,정보/정보과학,TCP와 UDP의 전송 특성 비교 실험,"동일한 환경에서 TCP와 UDP의 전송 속도와 손실률을 측정한다. 네트워크 프로토콜의 특성을 탐구한다.",TCP;UDP;네트워크;프로토콜
공학,정보/정보과학,AES와 RSA 암호화 알고리즘 비교 구현,"대칭키와 공개키 암호화를 구현하고 암호화 속도와 보안 특성을 비교한다. 현대 암호학의 기본 원리를 탐구한다.",AES;RSA;암호화;보안
공학,정보/정보과학,SHA-256 해시 알고리즘의 충돌 저항성 분석,"SHA-256으로 다양한 데이터를 해싱하여 입력 변화가 출력에 미치는 영향을 분석한다. 해시 함수의 보안 원리를 탐구한다.",SHA256;해시;암호학;보안
공학,정보/정보과학,JWT 인증 시스템 구현과 보안성 분석,"JWT 기반 로그인 시스템을 구현하고 세션 방식과의 차이를 비교한다. 웹 인증 기술의 구조와 보안 원리를 탐구한다.",JWT;인증;웹보안;토큰
category,subject,topic,description,keywords
공학,정보/인공지능수학,Q-Learning을 직접 구현하여 미로 탐색 AI 제작,"Q-Table을 직접 구현하여 에이전트가 최단 경로를 학습하는 과정을 분석한다. 보상 함수 변화가 학습 결과에 미치는 영향을 탐구한다.",QLearning;강화학습;미로탐색;AI
공학,정보/인공지능수학,DQN과 Q-Learning의 학습 성능 비교,"동일한 환경에서 Q-Learning과 DQN을 비교하여 상태 공간 증가에 따른 성능 차이를 분석한다. 강화학습 알고리즘의 발전 과정을 탐구한다.",DQN;QLearning;강화학습;신경망
공학,정보/정보과학,Graph Neural Network의 메시지 전달 원리 분석,"그래프 구조 데이터에서 GNN이 이웃 노드 정보를 집계하는 과정을 구현하고 기존 MLP와 비교한다. 그래프 기반 딥러닝의 원리를 탐구한다.",GNN;그래프신경망;메시지패싱;딥러닝
공학,정보/정보과학,GCN과 GraphSAGE 모델 성능 비교,"노드 분류 문제에서 GCN과 GraphSAGE를 비교하여 정확도와 계산량을 분석한다. 다양한 그래프 신경망 구조를 탐구한다.",GCN;GraphSAGE;그래프;AI
공학,정보/확률과통계,SHAP을 이용한 머신러닝 모델 설명 가능성 분석,"SHAP 값을 이용하여 예측 결과에 영향을 준 주요 변수를 분석한다. 설명 가능한 AI의 필요성과 원리를 탐구한다.",SHAP;설명가능한AI;XAI;머신러닝
공학,정보/확률과통계,LIME과 SHAP의 설명 결과 비교,"동일한 분류 모델에 LIME과 SHAP을 적용하여 설명 방식의 차이를 비교한다. AI 해석 가능성 기법을 탐구한다.",LIME;SHAP;XAI;AI
공학,정보/정보과학,AutoML을 활용한 최적 모델 자동 탐색,"AutoML 도구를 이용하여 다양한 모델을 자동 생성하고 성능을 비교한다. 자동 머신러닝의 원리를 탐구한다.",AutoML;머신러닝;모델선택;AI
공학,정보/정보과학,GAN을 이용한 손글씨 이미지 생성,"GAN이 생성자와 판별자를 동시에 학습하는 과정을 조사하고 생성 결과를 분석한다. 생성형 AI의 기본 원리를 탐구한다.",GAN;생성형AI;손글씨;딥러닝
공학,정보/정보과학,Diffusion Model과 GAN의 이미지 생성 방식 비교,"Diffusion Model과 GAN의 생성 과정을 비교하고 생성 품질과 학습 안정성을 분석한다. 최신 생성형 AI를 탐구한다.",DiffusionModel;GAN;생성형AI;이미지
공학,정보/정보과학,Variational AutoEncoder의 잠재공간 분석,"VAE를 이용하여 잠재벡터가 이미지 생성에 미치는 영향을 분석한다. 생성모델의 수학적 구조를 탐구한다.",VAE;잠재공간;생성모델;딥러닝
공학,정보/정보과학,LoRA를 활용한 LLM 미세조정 원리 분석,"LoRA 기법이 적은 파라미터만 학습하는 원리를 조사하고 일반 Fine-Tuning과 비교한다. 효율적인 LLM 학습 방법을 탐구한다.",LoRA;FineTuning;LLM;생성형AI
공학,정보/정보과학,QLoRA의 양자화 기법 탐구,"4비트 양자화를 이용한 QLoRA 구조를 조사하고 메모리 절감 효과를 분석한다. 경량화 AI 기술을 탐구한다.",QLoRA;양자화;LLM;경량화
공학,정보/정보과학,Docker를 활용한 AI 개발환경 구축,"Docker 컨테이너를 이용하여 동일한 AI 개발환경을 구축하고 환경 재현성을 분석한다. 컨테이너 기술의 원리를 탐구한다.",Docker;컨테이너;개발환경;AI
공학,정보/정보과학,Kubernetes의 컨테이너 오케스트레이션 원리,"Kubernetes가 여러 컨테이너를 관리하는 구조를 조사하고 Docker 단독 환경과 비교한다. 클라우드 운영 기술을 탐구한다.",Kubernetes;Docker;클라우드;오케스트레이션
공학,정보/정보과학,Apache Spark를 이용한 대용량 데이터 처리,"Spark를 이용하여 대용량 CSV를 병렬 처리하고 Pandas와 수행 시간을 비교한다. 분산처리 기술을 탐구한다.",Spark;분산처리;빅데이터;병렬처리
공학,정보/정보과학,Apache Airflow 기반 데이터 파이프라인 구축,"Airflow DAG를 이용하여 데이터 수집과 전처리 과정을 자동화한다. 데이터 엔지니어링 자동화를 탐구한다.",Airflow;ETL;DAG;데이터엔지니어링
공학,정보/정보과학,Apache Kafka를 활용한 실시간 데이터 스트리밍,"Kafka Producer와 Consumer를 구현하여 실시간 데이터 전달 과정을 분석한다. 이벤트 기반 시스템을 탐구한다.",Kafka;스트리밍;Producer;Consumer
공학,정보/정보과학,Edge AI와 Cloud AI의 성능 비교,"동일한 AI 모델을 Edge Device와 Cloud에서 실행하여 응답 시간과 전력 소비를 비교한다. AI 배포 방식을 탐구한다.",EdgeAI;CloudAI;추론;IoT
공학,정보/정보과학,TinyML을 이용한 마이크로컨트롤러 AI 구현,"TinyML 모델을 초소형 보드에 탑재하여 센서 데이터를 분류한다. 저전력 AI의 원리를 탐구한다.",TinyML;임베디드AI;IoT;마이크로컨트롤러
공학,정보/정보과학,Federated Learning의 개인정보 보호 원리,"여러 기기가 데이터를 공유하지 않고 모델만 학습하는 구조를 조사한다. 연합학습의 장단점을 탐구한다.",FederatedLearning;개인정보;분산학습;AI
공학,정보/정보과학,MCP(Model Context Protocol)의 구조 분석,"MCP가 AI와 외부 도구를 연결하는 방식을 조사하고 기존 API 호출 방식과 비교한다. AI 시스템 통합 기술을 탐구한다.",MCP;AIAgent;프로토콜;LLM
공학,정보/정보과학,AI Agent의 계획 수립 알고리즘 탐구,"LLM 기반 Agent가 작업을 계획하고 실행하는 과정을 조사한다. 생성형 AI의 자율성 향상 기술을 분석한다.",AIAgent;LLM;Planning;자동화
공학,정보/정보과학,ReAct 프롬프트 기법의 문제 해결 과정 분석,"Reasoning과 Acting을 결합한 ReAct 프롬프트의 동작 과정을 일반 프롬프트와 비교한다. AI 추론 방식을 탐구한다.",ReAct;프롬프트;LLM;추론
공학,정보/정보과학,Tree of Thoughts 알고리즘의 탐색 구조 분석,"Tree of Thoughts가 여러 사고 경로를 탐색하는 방식을 Chain of Thought와 비교한다. 생성형 AI의 추론 기법을 탐구한다.",TreeofThoughts;LLM;추론;탐색
공학,정보/정보과학,AI 시스템 아키텍처 설계 프로젝트,"LLM과 Vector Database 및 RAG를 포함하는 AI 서비스 구조를 직접 설계한다. 데이터 흐름과 시스템 구성 요소의 역할을 분석한다.",시스템설계;RAG;VectorDB;LLM
category,subject,topic,description,keywords
공학,정보/정보과학,ONNX를 활용한 딥러닝 모델 배포 최적화,"학습한 딥러닝 모델을 ONNX 형식으로 변환하고 추론 속도 변화를 분석한다. 모델 경량화와 AI 서비스 배포 과정을 탐구한다.",ONNX;모델배포;딥러닝;최적화
공학,정보/정보과학,TensorRT를 활용한 GPU 추론 속도 개선,"TensorRT를 이용하여 딥러닝 모델의 추론 속도를 최적화하고 일반 실행 방식과 비교한다. GPU 기반 AI 가속 기술의 원리를 탐구한다.",TensorRT;GPU;추론최적화;AI
공학,정보/정보과학,CUDA 병렬처리를 이용한 행렬 연산 최적화,"CUDA를 이용하여 GPU에서 행렬 연산을 병렬 처리하고 CPU 방식과 속도를 비교한다. 병렬 컴퓨팅의 원리를 탐구한다.",CUDA;GPU;병렬처리;행렬연산
공학,정보/정보과학,병렬 알고리즘과 순차 알고리즘 성능 비교,"동일한 문제를 순차 알고리즘과 병렬 알고리즘으로 구현하고 실행 시간을 비교한다. 병렬 계산의 효율성을 분석한다.",병렬알고리즘;성능분석;컴퓨팅;알고리즘
공학,정보/정보과학,MapReduce 기반 대용량 데이터 처리 원리 분석,"MapReduce 구조를 구현하거나 시뮬레이션하여 데이터 분산 처리 과정을 분석한다. 빅데이터 처리 기술의 핵심 원리를 탐구한다.",MapReduce;빅데이터;분산처리;데이터
공학,정보/정보과학,Ray를 활용한 분산 머신러닝 구조 탐구,"Ray 프레임워크를 이용하여 여러 작업을 병렬 실행하고 처리 성능을 분석한다. 분산 AI 시스템의 구조를 탐구한다.",Ray;분산컴퓨팅;머신러닝;병렬처리
공학,정보/정보과학,LangChain 기반 AI 애플리케이션 설계,"LLM과 외부 데이터 및 도구를 연결하는 LangChain 구조를 분석한다. 생성형 AI 서비스 개발 구조를 탐구한다.",LangChain;LLM;AI앱;RAG
공학,정보/정보과학,LangGraph를 활용한 AI Agent 워크플로우 설계,"LangGraph를 이용하여 여러 단계의 AI Agent 작업 흐름을 설계한다. 상태 관리 기반 AI 시스템의 원리를 탐구한다.",LangGraph;Agent;LLM;워크플로우
공학,정보/정보과학,Mixture of Experts 모델 구조 분석,"여러 전문가 네트워크 중 일부만 활성화하는 MoE 구조를 조사한다. 대규모 언어모델의 효율적 확장 방법을 탐구한다.",MoE;LLM;희소모델;딥러닝
공학,정보/정보과학,Mamba 구조와 Transformer 비교 분석,"State Space Model 기반 Mamba와 Transformer의 데이터 처리 방식을 비교한다. 최신 언어모델 구조의 발전 방향을 탐구한다.",Mamba;Transformer;LLM;AI
공학,정보/정보과학,Vision-Language Model의 이미지와 텍스트 이해 원리,"CLIP과 같은 Vision-Language Model이 이미지와 텍스트를 연결하는 방식을 분석한다. 멀티모달 AI의 표현 학습 원리를 탐구한다.",CLIP;멀티모달;VisionLanguage;AI
공학,정보/정보과학,BLIP 기반 이미지 캡셔닝 시스템 구현,"이미지를 입력받아 설명 문장을 생성하는 모델 구조를 분석한다. 컴퓨터 비전과 자연어처리 융합 기술을 탐구한다.",BLIP;이미지캡셔닝;VLM;AI
공학,정보/정보과학,OCR과 Vision-Language Model을 활용한 문서 이해,"문서 이미지에서 글자와 구조 정보를 동시에 분석하는 AI 모델을 탐구한다. 지능형 문서 처리 기술의 원리를 분석한다.",OCR;VLM;문서AI;컴퓨터비전
공학,정보/정보과학,Semantic Search와 Keyword Search 성능 비교,"키워드 검색과 임베딩 기반 의미 검색을 구현하고 검색 결과를 비교한다. 자연어 의미 표현 기술을 탐구한다.",SemanticSearch;임베딩;검색엔진;NLP
공학,정보/정보과학,FAISS 기반 벡터 검색 시스템 구축,"FAISS 라이브러리를 이용하여 대규모 벡터 검색 시스템을 구현한다. 근접 이웃 탐색 알고리즘의 원리를 탐구한다.",FAISS;벡터검색;ANN;임베딩
공학,정보/확률과통계,Monte Carlo 방법을 활용한 확률 모델 시뮬레이션,"난수 생성을 기반으로 확률 문제를 해결하고 반복 횟수에 따른 정확도 변화를 분석한다. 확률적 계산 방법을 탐구한다.",MonteCarlo;확률;시뮬레이션;통계
공학,정보/미적분,미분방정식 기반 로봇 운동 모델링,"로봇 관절 운동을 미분방정식으로 표현하고 수치해석으로 시뮬레이션한다. 공학 시스템의 수학적 모델링을 탐구한다.",미분방정식;로봇;시뮬레이션;수학모델
공학,정보/기하,SLAM 알고리즘을 이용한 자율주행 위치 추정,"카메라와 센서 데이터를 이용해 위치와 지도를 동시에 추정하는 SLAM 원리를 분석한다. 자율주행 로봇의 핵심 기술을 탐구한다.",SLAM;자율주행;로봇;위치추정
공학,정보/기하,3차원 그래픽 변환과 행렬 연산 분석,"3D 객체의 이동과 회전을 행렬 변환으로 구현한다. 기하학과 컴퓨터 그래픽스의 관계를 탐구한다.",3D그래픽;행렬;변환;기하
공학,정보/미적분,컴퓨터 그래픽스의 렌더링 알고리즘 분석,"광선 추적과 래스터화 방식의 차이를 분석한다. 수학적 모델이 그래픽 기술에 적용되는 원리를 탐구한다.",렌더링;RayTracing;그래픽스;수학
공학,정보/정보과학,컴파일러의 어휘 분석과 구문 분석 구현,"간단한 프로그래밍 언어의 토크나이저와 파서를 구현한다. 컴파일러가 코드를 처리하는 과정을 탐구한다.",컴파일러;파싱;토큰화;프로그래밍
공학,정보/정보과학,운영체제 가상 메모리 시뮬레이션,"페이지 교체 알고리즘을 구현하고 FIFO와 LRU 성능을 비교한다. 운영체제의 메모리 관리 원리를 탐구한다.",가상메모리;LRU;운영체제;시뮬레이션
공학,정보/정보과학,파일 시스템 구조와 데이터 저장 방식 분석,"파일 시스템의 블록 관리와 인덱싱 구조를 조사한다. 운영체제가 데이터를 저장하는 방식을 탐구한다.",파일시스템;운영체제;저장구조;데이터
공학,정보/정보과학,블록체인 합의 알고리즘 구조 분석,"Proof of Work와 Proof of Stake 방식의 차이를 분석한다. 분산 시스템에서 신뢰를 형성하는 원리를 탐구한다.",블록체인;합의알고리즘;분산시스템;보안
공학,정보/정보과학,스마트 컨트랙트 실행 구조 분석,"블록체인 위에서 실행되는 스마트 컨트랙트의 동작 구조를 분석한다. 분산 애플리케이션의 설계 원리를 탐구한다.",스마트컨트랙트;블록체인;DApp;프로그래밍
category,subject,topic,description,keywords
공학,정보/정보과학,양자컴퓨팅의 큐비트와 고전 비트 비교,"큐비트의 중첩과 얽힘 개념을 조사하고 고전 컴퓨터와 정보 표현 방식의 차이를 분석한다. 양자 정보 처리의 기본 원리를 탐구한다.",양자컴퓨팅;큐비트;중첩;얽힘
공학,정보/정보과학,양자 알고리즘과 고전 알고리즘 성능 비교,"Shor 알고리즘과 Grover 알고리즘의 원리를 조사하고 기존 알고리즘과 계산 복잡도를 비교한다. 양자 알고리즘이 가지는 계산상의 장점을 탐구한다.",양자알고리즘;Shor;Grover;계산복잡도
공학,정보/정보과학,양자 암호와 기존 암호 방식의 보안성 비교,"BB84 양자 암호 프로토콜의 원리를 조사하고 RSA와 같은 기존 암호 방식과 비교한다. 양자 기술이 정보보안에 미치는 영향을 탐구한다.",양자암호;BB84;RSA;보안
공학,정보/정보과학,패스워드 보안 강도와 해시 함수 분석,"다양한 비밀번호 조합의 복잡도를 계산하고 해시 함수 적용 과정을 분석한다. 정보보안에서 암호화 기술의 역할을 탐구한다.",패스워드;해시;암호학;보안
공학,정보/확률과통계,머신러닝 데이터 편향 탐지와 완화 방법 분석,"학습 데이터의 불균형이 모델 성능에 미치는 영향을 분석하고 데이터 균형화 방법을 비교한다. 공정한 AI를 위한 데이터 처리 방법을 탐구한다.",데이터편향;공정AI;머신러닝;통계
공학,정보/정보과학,적대적 공격과 딥러닝 모델 안정성 분석,"이미지에 작은 변화를 주어 모델 예측이 변하는 원리를 분석한다. 딥러닝 보안 취약점과 방어 방법을 탐구한다.",AdversarialAttack;딥러닝;보안;AI
공학,정보/정보과학,모델 경량화를 위한 Knowledge Distillation 분석,"큰 모델의 지식을 작은 모델로 전달하는 Knowledge Distillation 과정을 분석한다. 효율적인 AI 모델 제작 원리를 탐구한다.",KnowledgeDistillation;경량화;딥러닝;모델최적화
공학,정보/정보과학,Pruning과 Quantization을 이용한 AI 모델 압축,"신경망의 불필요한 연결 제거와 숫자 정밀도 감소 방법을 적용한다. 모델 크기와 성능 변화 관계를 분석한다.",Pruning;Quantization;AI압축;딥러닝
공학,정보/정보과학,Neural Architecture Search를 이용한 신경망 자동 설계,"NAS가 다양한 신경망 구조를 탐색하는 과정을 조사한다. 사람이 설계하던 모델 구조를 자동화하는 방법을 탐구한다.",NAS;AutoML;신경망;최적화
공학,정보/확률과통계,추천 시스템의 협업 필터링 알고리즘 분석,"사용자 행동 데이터를 기반으로 유사 사용자를 찾고 추천 결과를 생성하는 원리를 분석한다. 행렬 분해와 유사도 계산을 탐구한다.",추천시스템;협업필터링;행렬분해;유사도
공학,정보/선형대수,Matrix Factorization 기반 영화 추천 시스템 구현,"사용자-아이템 평점 행렬을 분해하여 잠재 요인을 추출한다. 선형대수가 추천 시스템에 활용되는 원리를 탐구한다.",MatrixFactorization;추천;행렬;잠재요인
공학,정보/정보과학,검색 엔진의 PageRank 알고리즘 분석,"웹 페이지 연결 구조를 그래프로 표현하고 PageRank 계산 과정을 분석한다. 그래프 이론이 검색 엔진에 활용되는 원리를 탐구한다.",PageRank;그래프;검색엔진;Google
공학,정보/확률과통계,데이터 마이닝을 활용한 사용자 행동 분석,"사용자 데이터를 군집화하고 패턴을 찾아 의미 있는 정보를 추출한다. 데이터 분석 과정과 통계적 방법을 탐구한다.",데이터마이닝;군집분석;패턴분석;통계
공학,정보/정보과학,소프트웨어 테스트 자동화 시스템 설계,"단위 테스트와 자동화 테스트 도구를 활용하여 프로그램 안정성을 평가한다. 소프트웨어 품질 관리 방법을 탐구한다.",소프트웨어테스트;자동화;품질관리;개발
공학,정보/정보과학,버전 관리 시스템 Git의 내부 구조 분석,"Git이 변경 사항을 저장하고 관리하는 객체 구조를 조사한다. 협업 소프트웨어 개발 과정의 원리를 탐구한다.",Git;버전관리;소프트웨어공학;협업
공학,정보/정보과학,CI/CD 기반 자동 배포 시스템 구축,"코드 변경부터 테스트와 배포까지 자동화하는 CI/CD 과정을 구현한다. 현대 소프트웨어 개발 방법론을 탐구한다.",CI/CD;DevOps;자동배포;소프트웨어
공학,정보/정보과학,REST API와 GraphQL 데이터 요청 방식 비교,"REST와 GraphQL의 데이터 전달 구조를 비교하고 처리 효율을 분석한다. 웹 서비스 설계 원리를 탐구한다.",REST;GraphQL;API;웹개발
공학,정보/정보과학,마이크로서비스 아키텍처와 모놀리식 구조 비교,"대규모 서비스에서 사용하는 두 가지 소프트웨어 구조를 비교한다. 시스템 확장성과 유지보수성을 분석한다.",Microservice;아키텍처;서버;소프트웨어
공학,정보/정보과학,IoT 센서 네트워크 데이터 처리 시스템 구현,"센서 데이터를 수집하고 서버로 전달하는 IoT 구조를 구현한다. 임베디드 시스템과 네트워크 기술을 탐구한다.",IoT;센서;네트워크;임베디드
공학,정보/정보과학,아두이노 기반 Edge Computing 시스템 설계,"센서 데이터를 기기 내부에서 처리하는 Edge Computing 시스템을 구현한다. 클라우드 처리와 비교하여 장단점을 분석한다.",Arduino;EdgeComputing;IoT;임베디드
공학,정보/정보과학,로봇 경로 계획 알고리즘 비교,"BFS와 A* 및 Dijkstra 알고리즘을 로봇 이동 환경에 적용하여 성능을 비교한다. 자율주행 로봇의 경로 계획 원리를 탐구한다.",로봇;AStar;경로계획;알고리즘
공학,정보/기하,컴퓨터 비전 기반 로봇 위치 추정,"카메라 영상에서 특징점을 추출하여 로봇 위치를 추정하는 과정을 분석한다. 기하학과 로봇공학의 융합 원리를 탐구한다.",컴퓨터비전;특징점;로봇;기하
공학,정보/미적분,제어 시스템의 PID 알고리즘 분석,"비례와 적분 및 미분 제어를 이용하여 시스템 오차를 줄이는 과정을 분석한다. 미적분이 자동제어에 활용되는 원리를 탐구한다.",PID;제어공학;미적분;자동화
공학,정보/물리학Ⅱ,자율주행 차량 센서 융합 기술 분석,"카메라와 라이다 및 GPS 데이터를 결합하는 센서 융합 기술을 조사한다. 물리 센서와 AI 기술의 결합 원리를 탐구한다.",자율주행;센서융합;LiDAR;AI
공학,정보/정보과학,AI 기반 소프트웨어 개발 자동화 분석,"코드 생성 AI와 자동 디버깅 기술의 구조를 조사한다. 생성형 AI가 소프트웨어 개발 과정에 미치는 영향을 탐구한다.",CodeAI;LLM;소프트웨어개발;자동화
category,subject,topic,description,keywords
자연과학,물리학Ⅱ/미적분,단진자 운동에서 주기 변화와 물리적 조건 분석,"단진자의 길이와 중력가속도 변화가 주기에 미치는 영향을 실험하고 수학적 모델과 비교한다. 미분방정식으로 표현되는 진동 운동의 원리를 탐구한다.",단진자;진동운동;미분방정식;역학
자연과학,물리학Ⅰ/수학Ⅱ,스털링 엔진의 열효율과 외부 조건 변화 분석,"스털링 엔진 실험에서 부하와 온도 차이가 회전 속도 및 효율에 미치는 영향을 분석한다. 열기관의 에너지 변환 과정과 효율 계산 원리를 탐구한다.",스털링엔진;열기관;효율;에너지변환
자연과학,물리학Ⅱ/미적분,공기 저항이 포함된 낙하 운동 모델링,"공기 저항을 고려한 낙하 운동을 분석하고 이상적인 자유낙하와 비교한다. 미분방정식을 이용한 실제 운동 모델링 과정을 탐구한다.",공기저항;자유낙하;미분방정식;운동
자연과학,물리학Ⅰ/기하,벡터를 활용한 힘의 합성과 평형 조건 분석,"여러 방향의 힘을 벡터로 표현하고 합력과 평형 조건을 분석한다. 기하학적 벡터 개념이 물리 현상 설명에 활용되는 원리를 탐구한다.",벡터;힘의합성;평형;기하
자연과학,물리학Ⅱ/미적분,포물선 운동에서 초기 조건 변화 분석,"발사 속도와 발사각 변화에 따른 물체의 이동 궤적을 분석한다. 미적분을 이용하여 속도와 가속도의 관계를 탐구한다.",포물선운동;미적분;속도;가속도
자연과학,물리학Ⅰ/수학Ⅱ,용수철 진동에서 탄성계수와 주기 관계 분석,"용수철의 탄성계수 변화가 진동 주기에 미치는 영향을 실험한다. 훅의 법칙과 주기 공식의 관계를 수학적으로 분석한다.",용수철;탄성력;진동;주기
자연과학,물리학Ⅱ/미적분,감쇠 진동과 에너지 감소 과정 분석,"감쇠 진동 실험을 통해 시간에 따른 진폭 감소를 측정한다. 에너지 손실과 지수 함수적 감소 모델의 관계를 탐구한다.",감쇠진동;에너지손실;지수함수;역학
자연과학,물리학Ⅰ/확률과통계,측정 오차 분석과 실험 신뢰도 평가,"반복 측정 데이터를 이용하여 평균과 표준편차를 계산한다. 물리 실험에서 통계적 분석이 필요한 이유를 탐구한다.",측정오차;표준편차;통계;실험분석
자연과학,물리학Ⅱ/미적분,전자기 유도에서 자기장 변화와 유도 기전력 분석,"코일의 조건과 자기장 변화에 따른 유도 기전력을 측정한다. 패러데이 법칙과 변화율 개념의 관계를 탐구한다.",전자기유도;패러데이법칙;변화율;자기장
자연과학,물리학Ⅰ/수학Ⅱ,파동의 중첩과 간섭 현상 분석,"두 파동의 중첩에 따른 간섭 무늬 변화를 관찰한다. 삼각함수와 파동 방정식이 물리 현상을 설명하는 방식을 탐구한다.",파동;간섭;삼각함수;중첩
자연과학,물리학Ⅱ/기하,렌즈의 초점 거리와 광학적 특성 분석,"렌즈의 곡률과 초점 거리 관계를 측정하고 광선 경로를 분석한다. 기하광학의 원리와 수학적 표현을 탐구한다.",렌즈;광학;초점거리;기하
자연과학,화학Ⅱ/미적분,화학 반응 속도와 온도 변화의 관계 분석,"온도 변화에 따른 반응 속도 변화를 측정하고 반응 속도식을 분석한다. 활성화 에너지와 반응 속도론의 원리를 탐구한다.",반응속도;활성화에너지;화학반응;속도론
자연과학,화학Ⅰ/수학Ⅱ,몰 농도와 용액 특성 변화 분석,"용액의 농도 변화가 물질의 특성에 미치는 영향을 실험한다. 몰 개념과 농도 계산을 통해 화학량론적 분석을 수행한다.",몰농도;용액;화학량론;농도
자연과학,화학Ⅱ/미적분,화학 평형에서 농도 변화와 평형 이동 분석,"농도와 온도 변화가 평형 상태에 미치는 영향을 분석한다. 르샤틀리에 원리와 평형 상수의 수학적 의미를 탐구한다.",화학평형;평형상수;르샤틀리에;반응
자연과학,화학Ⅱ/물리학Ⅰ,전기화학 반응과 전지 효율 분석,"전지의 전압과 전류 변화를 측정하여 산화 환원 반응을 분석한다. 전기 에너지와 화학 에너지 변환 원리를 탐구한다.",전기화학;전지;산화환원;에너지
자연과학,화학Ⅰ/물리학Ⅰ,분자 구조와 물질의 물리적 성질 관계 분석,"분자의 구조와 결합 방식이 끓는점과 용해도에 미치는 영향을 분석한다. 원자 수준의 구조와 거시적 성질의 연결을 탐구한다.",분자구조;화학결합;물질성질;원자
자연과학,화학Ⅱ/생명과학Ⅰ,효소 반응 속도와 환경 조건 분석,"효소 활성에 영향을 주는 온도와 pH 변화를 실험한다. 생체 촉매의 구조와 반응 속도 조절 원리를 탐구한다.",효소;촉매;pH;생명화학
자연과학,화학Ⅱ/생명과학Ⅱ,단백질 구조와 기능의 관계 분석,"단백질의 1차 구조와 입체 구조가 기능에 미치는 영향을 조사한다. 생명 현상을 화학적 결합과 분자 구조 관점에서 분석한다.",단백질;아미노산;분자구조;생화학
자연과학,생명과학Ⅰ/화학Ⅰ,혈당 조절 과정과 호르몬 작용 분석,"인슐린과 글루카곤이 혈당 항상성 유지에 미치는 영향을 분석한다. 생체 내 화학 반응과 조절 시스템의 관계를 탐구한다.",혈당;인슐린;항상성;호르몬
자연과학,생명과학Ⅱ/화학Ⅱ,DNA 복제 과정과 효소 작용 분석,"DNA 복제 과정에서 사용되는 효소의 역할을 분자 수준에서 분석한다. 유전 정보 전달 과정과 생화학 반응을 탐구한다.",DNA복제;효소;유전;분자생물학
자연과학,생명과학Ⅰ/확률과통계,유전 형질 분포와 확률 모델 분석,"멘델 유전 법칙을 바탕으로 자손 형질 분포를 계산한다. 확률 개념이 생명과학 현상 분석에 활용되는 원리를 탐구한다.",유전;확률;멘델법칙;생명통계
자연과학,생명과학Ⅱ/화학Ⅱ,세포막 구조와 물질 이동 원리 분석,"세포막의 인지질 구조와 확산 및 삼투 현상을 분석한다. 생명 현상을 분자 수준에서 설명하는 원리를 탐구한다.",세포막;확산;삼투;생체막
자연과학,지구과학Ⅰ/물리학Ⅰ,대기 안정도와 기압 변화 분석,"기압과 온도 변화가 대기 운동에 미치는 영향을 분석한다. 기체 법칙과 대기 현상의 관계를 탐구한다.",대기안정도;기압;온도;기상
자연과학,지구과학Ⅱ/수학Ⅱ,기후 데이터 분석을 통한 장기 변화 탐구,"기온과 강수량 데이터를 분석하여 장기적인 변화 경향을 파악한다. 평균과 변화율 개념을 활용하여 기후 변화를 해석한다.",기후변화;데이터분석;변화율;기상
category,subject,topic,description,keywords
자연과학,지구과학Ⅰ/물리학Ⅰ,라디오존데를 이용한 대기 구조와 기온 변화 분석,"고도에 따른 기온과 기압 변화를 분석하고 대기의 층상 구조를 탐구한다. 기체의 상태 변화와 열역학 원리가 실제 대기 현상에 적용되는 과정을 분석한다.",라디오존데;대기권;기압;열역학
자연과학,지구과학Ⅱ/물리학Ⅱ,기상 레이더의 원리와 강수 관측 분석,"전자기파가 대기 중 물방울과 상호작용하는 원리를 조사한다. 레이더 반사율과 강수량 관계를 분석하여 기상 관측 기술을 탐구한다.",기상레이더;전자기파;강수;원격관측
자연과학,지구과학Ⅰ/화학Ⅰ,대기 오염 물질과 화학 반응 분석,"대기 중 질소산화물과 오존 생성 과정을 화학 반응식으로 분석한다. 대기 오염이 발생하는 화학적 원리를 탐구한다.",대기오염;오존;화학반응;질소산화물
자연과학,지구과학Ⅱ/수학Ⅱ,지진파 분석을 통한 지구 내부 구조 탐구,"지진파의 속도 변화를 분석하여 지구 내부 층 구조를 추론한다. 파동의 성질과 데이터 해석 방법을 활용하여 지구 내부를 탐구한다.",지진파;파동;지구내부;속도
